path,code,name,shape,color,front,back,shape_class,color_class,front_class,back_class
../data/img\200808924/200808924.jpg,200808924,엘퀸정,원형,하양,CLQ,-,5,22,190,1
../data/img\200809301/200809301.jpg,200809301,헤몰빈큐플러스캡슐,장방형,빨강,TGHMBQ,-,7,9,932,1
../data/img\200809660/200809660.jpg,200809660,비오티스큐정,오각형,하양,IDP,-,4,22,464,1
../data/img\200809786/200809786.jpg,200809786,디카틴정,원형,하양,DCT,-,5,22,273,1
../data/img\200809810/200809810.jpg,200809810,헬씨큐플러스연질캡슐,장방형,갈색,SIHQ+,-,7,0,843,1
../data/img\200810584/200810584.jpg,200810584,볼두민캡슐,장방형,초록,마크BDM,-,7,17,1144,1
../data/img\200810658/200810658.jpg,200810658,에페린플러스정,원형,노랑,K7,분할선,5,3,528,223
../data/img\200810661/200810661.jpg,200810661,셀파원포르테연질캡슐,타원형,초록,SPO-F,-,8,17,888,1
../data/img\200810700/200810700.jpg,200810700,펜잘큐정,장방형,노랑,PenzalQ,분할선,7,3,765,223
../data/img\200810766/200810766.jpg,200810766,엘카탄정,원형,하양,KN4,-,5,22,573,1
../data/img\200810828/200810828.jpg,200810828,콘티아민연질캡슐,장방형,주황,CGPCTM,-,7,13,170,1
../data/img\200810951/200810951.jpg,200810951,엘카리나정,원형,하양,LCA,-,5,22,608,1
../data/img\200810996/200810996.jpg,200810996,에이올정,장방형,분홍,PKD,-,7,7,745,1
../data/img\200811061/200811061.jpg,200811061,액티프롤정,원형,하양,TG분할선L,-,5,22,941,1
../data/img\200811079/200811079.jpg,200811079,비타액티브연질캡슐,장방형,갈색,비타액티브,-,7,0,1206,1
../data/img\200811106/200811106.jpg,200811106,코큐헬씨타민연질캡슐,장방형,검정,RPCQH,-,7,2,786,1
../data/img\200811364/200811364.jpg,200811364,임팩타민파워정,타원형,노랑,VB,분할선,8,3,987,223
../data/img\200811530/200811530.jpg,200811530,센파워민정,장방형,갈색,DCM,-,7,0,271,1
../data/img\200811665/200811665.jpg,200811665,조인스탑연질캡슐,타원형,빨강,Joinstop,-,8,9,520,1
../data/img\200811701/200811701.jpg,200811701,버퍼린레이디정,원형,하양,BL,-,5,22,117,1
../data/img\200811798/200811798.jpg,200811798,알부테크연질캡슐,장방형,갈색,WalC36,-,7,0,1033,1
../data/img\200900606/200900606.jpg,200900606,제니텔정,장방형,주황,ETX,분할선,7,13,338,223
../data/img\200900674/200900674.jpg,200900674,티스란에프캡슐,장방형,노랑,TEFDS,-,7,3,926,1
../data/img\200900682/200900682.jpg,200900682,굿스펜연질캡슐,장방형,투명,KDGP,-,7,19,544,1
../data/img\200900833/200900833.jpg,200900833,마이칼디정,장방형,주황,MM분할선D,-,7,13,665,1
../data/img\200901147/200901147.jpg,200901147,아이비에프정,장방형,주황,T19,-,7,13,912,1
../data/img\200901148/200901148.jpg,200901148,엔에이피정,타원형,파랑,T21,-,8,20,913,1
../data/img\200901231/200901231.jpg,200901231,알파우루사연질캡슐,타원형,주황,URSA,-,8,13,979,1
../data/img\200901319/200901319.jpg,200901319,젠타졸정,장방형,주황,C분할선P,-,7,13,246,1
../data/img\200901321/200901321.jpg,200901321,비시드에프정,원형,하양,WAL,15,5,22,1007,8
../data/img\200901619/200901619.jpg,200901619,알룬정,타원형,분홍,HS1,-,8,7,439,1
../data/img\200901620/200901620.jpg,200901620,미니메이드정,타원형,분홍,NK,-,8,7,705,1
../data/img\200901818/200901818.jpg,200901818,리버플란연질캡슐,장방형,갈색,리버플란,-,7,0,1129,1
../data/img\200901934/200901934.jpg,200901934,엘탑정,원형,하양,MJC,-,5,22,649,1
../data/img\200902026/200902026.jpg,200902026,아로나민이엑스정,타원형,분홍,Aro-EX,-,8,7,87,1
../data/img\200902108/200902108.jpg,200902108,다이제스토정,장방형,연두,DGO,-,7,11,281,1
../data/img\200902301/200902301.jpg,200902301,그날엔정,원형,하양|빨강,NKYUNGDONG,-,5,24,712,1
../data/img\200902364/200902364.jpg,200902364,이프렌에스연질캡슐,장방형,청록|투명,SJDX,-,7,16,856,1
../data/img\200902395/200902395.jpg,200902395,우르스정,장방형,하양,SCP,US,7,22,823,181
../data/img\200902450/200902450.jpg,200902450,메가토스씨정,장방형,갈색,TG,MGC,7,0,929,135
../data/img\200902740/200902740.jpg,200902740,코크린정,장방형,하양,T36,MO,7,22,915,137
../data/img\200902884/200902884.jpg,200902884,이젠이캡슐,장방형,파랑,이젠이이젠이,-,7,20,1230,1
../data/img\200903043/200903043.jpg,200903043,리버파워포르테연질캡슐,장방형,초록,SC200,-,7,17,817,1
../data/img\200903081/200903081.jpg,200903081,유닉신정,원형,하양,JS,UX,5,22,507,183
../data/img\200903210/200903210.jpg,200903210,헤파피스연질캡슐,장방형,연두,CGPHP,-,7,11,172,1
../data/img\200903378/200903378.jpg,200903378,헤모퀸골드캡슐,장방형,갈색,KNHQ,-,7,0,578,1
../data/img\200903392/200903392.jpg,200903392,제로민연질캡슐,타원형,청록|투명,제로민,-,8,16,1235,1
../data/img\200903482/200903482.jpg,200903482,비오펜연질캡슐,타원형,초록,DCD,-,8,17,269,1
../data/img\200903579/200903579.jpg,200903579,카이로정,장방형,하양,T32,분할선,7,22,914,223
../data/img\200903737/200903737.jpg,200903737,쿨드림연질캡슐,타원형,청록|투명,쿨드림,-,8,16,1243,1
../data/img\200903837/200903837.jpg,200903837,마이녹실에스캡슐,장방형,빨강,현대약품마이녹실S,-,7,9,1273,1
../data/img\200903935/200903935.jpg,200903935,활비에이캡슐,장방형,갈색,CHO-AHWAA,-,7,0,178,1
../data/img\200904003/200904003.jpg,200904003,덴타칸캡슐,장방형,파랑,NKDTC,-,7,20,707,1
../data/img\200904073/200904073.jpg,200904073,알벤프리졸정,장방형,주황,GHA,-,7,13,380,1
../data/img\200904082/200904082.jpg,200904082,로노펜300연질캡슐,타원형,초록|투명,RNP,-,8,18,781,1
../data/img\200904159/200904159.jpg,200904159,마이파워정,타원형,갈색,PWT,-,8,0,764,1
../data/img\200904182/200904182.jpg,200904182,나노민연질캡슐,타원형,갈색,나노민,-,8,0,1110,1
../data/img\200904308/200904308.jpg,200904308,맥스타제-에스정,장방형,하양,YPMS,-,7,22,1071,1
../data/img\200904391/200904391.jpg,200904391,핑크프로캡슐,장방형,빨강,PKCPKC,-,7,9,744,1
../data/img\200904441/200904441.jpg,200904441,프로펜디연질캡슐,장방형,노랑|투명,프로펜디,-,7,4,1260,1
../data/img\200904507/200904507.jpg,200904507,다이락스-큐정,원형,연두,CΛ,-,5,11,237,1
../data/img\200904516/200904516.jpg,200904516,쥬르택정,장방형,하양,CΛJ,분할선,7,22,241,223
../data/img\200904538/200904538.jpg,200904538,다비움정,장방형,분홍,C분할선S,분할선,7,7,247,223
../data/img\200904547/200904547.jpg,200904547,헵타마인플러스연질캡슐,타원형,갈색,헵타마인P,-,8,0,1272,1
../data/img\200904590/200904590.jpg,200904590,토마스연질캡슐,장방형,갈색,TOMAS,-,7,0,954,1
../data/img\200904632/200904632.jpg,200904632,맥시쿨펜연질캡슐,타원형,초록|투명,KSMC,-,8,18,592,1
../data/img\200904644/200904644.jpg,200904644,콘트라스300연질캡슐,타원형,갈색,콘트라스,-,8,0,1240,1
../data/img\200904649/200904649.jpg,200904649,파라스트캡슐,장방형,빨강,ETEXM2,-,7,9,335,1
../data/img\200904666/200904666.jpg,200904666,아르텍연질캡슐10mg,타원형,보라|투명,아르텍,-,8,6,1213,1
../data/img\200904697/200904697.jpg,200904697,리버텍트골드연질캡슐,장방형,갈색,HKLG,-,7,0,426,1
../data/img\200904736/200904736.jpg,200904736,엔비100정,타원형,하양,NB,-,8,22,699,1
../data/img\200904777/200904777.jpg,200904777,트라부틴정,원형,연두,KN12,-,5,11,571,1
../data/img\200904880/200904880.jpg,200904880,멜린씨정,장방형,갈색,ETX,-,7,0,338,1
../data/img\200904881/200904881.jpg,200904881,페인엔젤-프로연질캡슐,타원형,파랑|투명,엔젤P,-,8,21,1222,1
../data/img\200904915/200904915.jpg,200904915,하드콜연질캡슐,장방형,주황|투명,MMHMC,-,7,14,662,1
../data/img\200904932/200904932.jpg,200904932,암씨롱큐정,장방형,분홍,Da,AMT,7,7,309,35
../data/img\200904990/200904990.jpg,200904990,액티리버골드연질캡슐,장방형,빨강,ATL-G,-,7,9,76,1
../data/img\200905004/200905004.jpg,200905004,아민파워정,타원형,갈색,BPW,-,8,0,128,1
../data/img\200905010/200905010.jpg,200905010,이튼튼캡슐,장방형,파랑,LLIPT,-,7,20,617,1
../data/img\200905017/200905017.jpg,200905017,이탄탄플러스캡슐,장방형,초록,MTSETTP,-,7,17,678,1
../data/img\200905018/200905018.jpg,200905018,코스펜정,원형,하양,CO,분할선,5,22,198,223
../data/img\200905053/200905053.jpg,200905053,고운자임수정,타원형,분홍,QS,CKD,8,7,773,69
../data/img\200905055/200905055.jpg,200905055,디퓨텐연질캡슐,타원형,노랑|투명,디퓨텐,-,8,4,1119,1
../data/img\200905074/200905074.jpg,200905074,케라스트캡슐,장방형,초록,MNTKRT,-,7,17,666,1
../data/img\200905144/200905144.jpg,200905144,복합유디리버연질캡슐,타원형,갈색,복합유디리버,-,8,0,1199,1
../data/img\200905283/200905283.jpg,200905283,쎄이네슘연질캡슐,장방형,갈색,HMC8,-,7,0,429,1
../data/img\200905315/200905315.jpg,200905315,자이펜연질캡슐300mg,타원형,주황|투명,IHZPS,-,8,14,476,1
../data/img\200905402/200905402.jpg,200905402,다이제스칸정,장방형,연두,DIS,-,7,11,287,1
../data/img\200905423/200905423.jpg,200905423,마그롤연질캡슐,장방형,갈색,마그롤,-,7,0,1131,1
../data/img\200905490/200905490.jpg,200905490,씨락정,원형,연두,CTC,-,5,11,218,1
../data/img\200905562/200905562.jpg,200905562,토코네슘연질캡슐,장방형,갈색,토코네슘,-,7,0,1247,1
../data/img\200905591/200905591.jpg,200905591,판토마그정,장방형,하양,KN2,-,7,22,572,1
../data/img\200905653/200905653.jpg,200905653,알지엔스피드연질캡슐10밀리그램,타원형,보라|투명,RZN,-,8,6,807,1
../data/img\200905692/200905692.jpg,200905692,클라리틴정,타원형,하양,마크분할선10,-,8,22,1174,1
../data/img\200905758/200905758.jpg,200905758,씨트메틴정,원형,하양,C분할선T,CM,5,22,248,74
../data/img\200905943/200905943.jpg,200905943,알졸타정400mg,장방형,주황,KNA,분할선,7,13,574,223
../data/img\200906073/200906073.jpg,200906073,트랜미정,원형,하양,T7,-,5,22,918,1
../data/img\200906254/200906254.jpg,200906254,알러샷연질캡슐,타원형,보라|투명,A-S,-,8,6,18,1
../data/img\200906256/200906256.jpg,200906256,리버엔에프연질캡슐,타원형,갈색,리버엔F,-,8,0,1128,1
../data/img\200906301/200906301.jpg,200906301,덴탑플러스캡슐,장방형,빨강,덴탑플러스덴탑플러스,-,7,9,1117,1
../data/img\200906330/200906330.jpg,200906330,그날엔큐삼중정,원형,하양|파랑,QKYUNGDONG,-,5,26,772,1
../data/img\200906384/200906384.jpg,200906384,케라민캡슐,장방형,노랑,KRMTHP,-,7,3,588,1
../data/img\200906473/200906473.jpg,200906473,훼리너프에프캡슐,장방형,갈색,훼리너프F,-,7,0,1279,1
../data/img\200906484/200906484.jpg,200906484,보령바이오아스트릭스캡슐100밀리그램,장방형,주황|투명,ASTX100,-,7,14,74,1
../data/img\200906642/200906642.jpg,200906642,더마화이트정,원형,하양,T,C,5,22,909,60
../data/img\200906966/200906966.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
../data/img\200907725/200907725.jpg,200907725,비스칸엔캡슐,장방형,하양,마크NXK,-,7,22,1164,1
../data/img\200907818/200907818.jpg,200907818,씨엔큐플러스연질캡슐,타원형,갈색,CNQP,-,8,0,196,1
../data/img\200907915/200907915.jpg,200907915,노자임캡슐10000,장방형,갈색,10.000,-,7,0,4,1
../data/img\200908862/200908862.jpg,200908862,아토믹스큐플러스연질캡슐,장방형,갈색,D-WAMQ,-,7,0,250,1
../data/img\200908953/200908953.jpg,200908953,셀레트론플러스연질캡슐,장방형,갈색,ETXSBT,-,7,0,344,1
../data/img\201000163/201000163.jpg,201000163,본에존연질캡슐,장방형,초록,BJSI,-,7,17,112,1
../data/img\201000406/201000406.jpg,201000406,원더칼-디츄어블정,원형,하양,ADCX,-,5,22,27,1
../data/img\201000674/201000674.jpg,201000674,인코라민프리미어정,타원형,갈색,ICP,-,8,0,456,1
../data/img\201000863/201000863.jpg,201000863,루마칼플러스연질캡슐,장방형,갈색,RMLP,-,7,0,780,1
../data/img\201001201/201001201.jpg,201001201,카엘정,원형,분홍,CADAG,분할선,5,7,149,223
../data/img\201001573/201001573.jpg,201001573,비타큐텐에프정,장방형,갈색,F10,AC,7,0,354,29
../data/img\201001784/201001784.jpg,201001784,비트리모정,원형,분홍,FOL,분할선,5,7,363,223
../data/img\201001804/201001804.jpg,201001804,프리비정,장방형,노랑,HMPB,-,7,3,431,1
../data/img\201001981/201001981.jpg,201001981,큐젠비타정,장방형,갈색,SL,SC,7,0,865,156
../data/img\201002100/201002100.jpg,201002100,코큐비타엠정,장방형,갈색,M분할선10,-,7,0,692,1
../data/img\201002190/201002190.jpg,201002190,폴원연질캡슐,타원형,빨강,폴원,-,8,9,1258,1
../data/img\201003043/201003043.jpg,201003043,토코엔지연질캡슐,장방형,갈색,토코엔지,-,7,0,1248,1
../data/img\201003571/201003571.jpg,201003571,로얄비타연질캡슐,장방형,갈색,DCVITA,-,7,0,274,1
../data/img\201003954/201003954.jpg,201003954,하드코프캡슐,장방형,초록,MMHC,-,7,17,660,1
../data/img\201003955/201003955.jpg,201003955,헬씨민큐연질캡슐,장방형,갈색,DCHCM,-,7,0,270,1
../data/img\201003989/201003989.jpg,201003989,파워콜에스연질캡슐,장방형,빨강,D-Wpws,-,7,9,259,1
../data/img\201004043/201004043.jpg,201004043,코텐파워연질캡슐,장방형,갈색,Co10P,-,7,0,233,1
../data/img\201004044/201004044.jpg,201004044,파워톤연질캡슐,장방형,갈색,DKPP0,-,7,0,289,1
../data/img\201004587/201004587.jpg,201004587,애드민정,원형,노랑,PU,-,5,3,763,1
../data/img\201005773/201005773.jpg,201005773,하이스펜연질캡슐,타원형,초록|투명,RP-IP,-,8,18,782,1
../data/img\201005799/201005799.jpg,201005799,콘탑스연질캡슐,타원형,갈색,CONTS,-,8,0,203,1
../data/img\201006075/201006075.jpg,201006075,판시딜캡슐,장방형,초록,판시딜판시딜,-,7,17,1253,1
../data/img\201006555/201006555.jpg,201006555,맥스케어알파정,장방형,노랑,SIMCα,-,7,3,847,1
../data/img\201006592/201006592.jpg,201006592,푸른비타정,장방형,주황,KKV,-,7,13,560,1
../data/img\201006807/201006807.jpg,201006807,마이어스콕골드정,타원형,주황,K.D,G,8,13,527,104
../data/img\201006886/201006886.jpg,201006886,키드칼골드츄어블정,원형,하양,GH,-,5,22,379,1
../data/img\201007193/201007193.jpg,201007193,이지목플러스씨캡슐,장방형,갈색,이지목플러스,-,7,0,1231,1
../data/img\201007309/201007309.jpg,201007309,파워본연질캡슐,장방형,갈색,CGPPW,-,7,0,175,1
../data/img\201007341/201007341.jpg,201007341,오메코프에스캡슐,장방형,하양,CGPOMFC,-,7,22,174,1
../data/img\201007524/201007524.jpg,201007524,본엔디연질캡슐,장방형,갈색,IY본엔디,-,7,0,488,1
../data/img\201100502/201100502.jpg,201100502,터논연질캡슐,장방형,파랑|투명,TON,-,7,21,955,1
../data/img\201101004/201101004.jpg,201101004,칼트레이트디400,타원형,분홍,Caltrate,4D분할선600,8,7,232,20
../data/img\201101007/201101007.jpg,201101007,콘도비타300연질캡슐,장방형,갈색,YJCDV,-,7,0,1060,1
../data/img\201101014/201101014.jpg,201101014,칼디업츄어블정,원형,하양,HS,CLD,5,22,438,71
../data/img\201101451/201101451.jpg,201101451,알부골드연질캡슐,장방형,갈색,SNPBG,-,7,0,871,1
../data/img\201101491/201101491.jpg,201101491,비타알부골드정,장방형,갈색,I분할선Y,IYAL,7,0,491,112
../data/img\201101576/201101576.jpg,201101576,미리코프연질캡슐,장방형,주황|투명,미리코프,-,7,14,1192,1
../data/img\201101801/201101801.jpg,201101801,타이푸푸연질캡슐,장방형,파랑|투명,타이푸푸,-,7,21,1246,1
../data/img\201101833/201101833.jpg,201101833,타이쿨에프연질캡슐,장방형,빨강|투명,타이쿨에프,-,7,10,1245,1
../data/img\201102069/201102069.jpg,201102069,미로틱필름코팅정,장방형,노랑,CAMD,-,7,3,153,1
../data/img\201102482/201102482.jpg,201102482,쎄라투연질캡슐,장방형,갈색,SNPCT,-,7,0,872,1
../data/img\201102618/201102618.jpg,201102618,미리콜연질캡슐,장방형,청록|투명,미리콜,-,7,16,1193,1
../data/img\201102740/201102740.jpg,201102740,바실로비정,타원형,하양,CACM,-,8,22,147,1
../data/img\201102749/201102749.jpg,201102749,서클베인장용정75밀리그램,원형,하양,ASP75,-,5,22,72,1
../data/img\201103116/201103116.jpg,201103116,뉴콘틴연질캡슐,장방형,주황,KSNC,-,7,13,594,1
../data/img\201103151/201103151.jpg,201103151,신한방화콜캡슐,장방형,갈색,마크신한방화콜,-,7,0,1182,1
../data/img\201103161/201103161.jpg,201103161,메가600정,장방형,빨강,T분할선Λ,-,7,9,971,1
../data/img\201103356/201103356.jpg,201103356,하노백플러스정,장방형,하양,DAHP,-,7,22,266,1
../data/img\201103366/201103366.jpg,201103366,한솔이부프로펜연질캡슐,타원형,청록|투명,HIBFS,-,8,16,419,1
../data/img\201103627/201103627.jpg,201103627,미그펜400연질캡슐,타원형,파랑|투명,RPMGF,-,8,21,794,1
../data/img\201103628/201103628.jpg,201103628,스피딕400연질캡슐,장방형,투명,KDS400,-,7,19,549,1
../data/img\201103677/201103677.jpg,201103677,속콜코프엘연질캡슐,타원형,빨강|투명,IYL,-,8,10,486,1
../data/img\201103683/201103683.jpg,201103683,속콜플러스연질캡슐,장방형,빨강,IYSCP,-,7,9,487,1
../data/img\201103986/201103986.jpg,201103986,후라베린큐엑스정,원형,초록,IDPQ,-,5,17,468,1
../data/img\201104019/201104019.jpg,201104019,아웃콜코정,장방형,파랑,L분할선L,-,7,20,626,1
../data/img\201104267/201104267.jpg,201104267,스피콜드연질캡슐,장방형,빨강|투명,스피콜드,-,7,10,1211,1
../data/img\201104314/201104314.jpg,201104314,아웃콜목골드캡슐,장방형,노랑,아웃콜목,-,7,3,1214,1
../data/img\201104359/201104359.jpg,201104359,스카풀라정,원형,하양,SCT,-,5,22,824,1
../data/img\201104457/201104457.jpg,201104457,하이타민정,장방형,갈색,마크HΛ,P600,7,0,1159,147
../data/img\201104519/201104519.jpg,201104519,목기천연질캡슐,타원형,초록|투명,MGC,-,8,18,640,1
../data/img\201104764/201104764.jpg,201104764,덱스리펜연질캡슐,타원형,초록|투명,덱스리펜,-,8,18,1114,1
../data/img\201104795/201104795.jpg,201104795,키즈하이츄어블정,원형,노랑,GHF,-,5,3,381,1
../data/img\201104871/201104871.jpg,201104871,본에킹연질캡슐,장방형,검정,BGD,-,7,2,108,1
../data/img\201105016/201105016.jpg,201105016,브레핀에스연질캡슐,타원형,청록|투명,브레핀s,-,8,16,1204,1
../data/img\201105106/201105106.jpg,201105106,액티큐정,원형,연두,TI,-,5,11,946,1
../data/img\201105149/201105149.jpg,201105149,메가클린연질캡슐,타원형,빨강|투명,MMG,-,8,10,659,1
../data/img\201105150/201105150.jpg,201105150,클린파워연질캡슐,타원형,갈색|투명,MMCL,-,8,1,658,1
../data/img\201106789/201106789.jpg,201106789,폴엔정,원형,노랑,SI,4,5,3,835,17
../data/img\201107450/201107450.jpg,201107450,미리코연질캡슐,장방형,주황|투명,미리코,-,7,14,1191,1
../data/img\201107630/201107630.jpg,201107630,에이노즈연질캡슐,장방형,주황|투명,A노즈,-,7,14,89,1
../data/img\201108206/201108206.jpg,201108206,폴리아린에프캡슐,장방형,노랑,폴리아린에프,-,7,3,1257,1
../data/img\201108893/201108893.jpg,201108893,비바원정,기타,분홍,CA분할선MM,분할선,0,7,159,223
../data/img\201108895/201108895.jpg,201108895,키토실츄어블정,원형,노랑,GHL,-,5,3,382,1
../data/img\201109442/201109442.jpg,201109442,화콜클래식원연질캡슐,타원형,갈색,화콜,-,8,0,1276,1
../data/img\201109596/201109596.jpg,201109596,더블락캡슐,장방형,주황,더블락더블락,-,7,13,1113,1
../data/img\201109654/201109654.jpg,201109654,라니아정,원형,분홍,-,-,5,7,0,1
../data/img\201109733/201109733.jpg,201109733,미놀에프트로키,기타,주황,MINOL·FT·,MINOL·FT·,0,13,645,136
../data/img\201109826/201109826.jpg,201109826,메가콘사민-에프연질캡슐,타원형,빨강,ET-JF,-,8,9,332,1
../data/img\201110001/201110001.jpg,201110001,브롬콜골드연질캡슐,타원형,노랑|투명,GOLD-B,-,8,4,392,1
../data/img\201110120/201110120.jpg,201110120,트리스펜연질캡슐,타원형,노랑|투명,D-WIB,-,8,4,256,1
../data/img\201110192/201110192.jpg,201110192,체스판-에스정,장방형,초록,SRP,분할선,7,17,891,223
../data/img\201110262/201110262.jpg,201110262,신일니코틴산아미드정,장방형,주황,SIL,A분할선X,7,13,844,45
../data/img\201110424/201110424.jpg,201110424,본스칼츄어블정,원형,하양,CΛC,-,5,22,238,1
../data/img\201110467/201110467.jpg,201110467,브롬콜레드연질캡슐,타원형,빨강|투명,RED-B,-,8,10,779,1
../data/img\201110516/201110516.jpg,201110516,덱시푸루펜연질캡슐,타원형,노랑|투명,YDP,-,8,4,1042,1
../data/img\201110563/201110563.jpg,201110563,폴시드정0,원형,노랑,CΛF,-,5,3,239,1
../data/img\201110661/201110661.jpg,201110661,훼리맘큐연질캡슐,타원형,검정,KDFQ,-,8,2,543,1
../data/img\201110744/201110744.jpg,201110744,비타미니아정,타원형,노랑,D-W,BTM,8,3,249,58
../data/img\201110747/201110747.jpg,201110747,이부플러스생정,타원형,파랑,J분할선W,-,8,20,525,1
../data/img\201200204/201200204.jpg,201200204,비타맥스정,장방형,주황,MTS,VM,7,13,675,191
../data/img\201200715/201200715.jpg,201200715,팩트라민정,타원형,갈색,NBP,분할선,8,0,700,223
../data/img\201200854/201200854.jpg,201200854,비코그린에스정,원형,연두,C1,-,5,11,143,1
../data/img\201200930/201200930.jpg,201200930,자임큐텐연질캡슐,타원형,빨강,자임큐텐,-,8,9,1234,1
../data/img\201201051/201201051.jpg,201201051,삐콤씨이브정,타원형,갈색,B분할선E,YH,8,0,141,199
../data/img\201201680/201201680.jpg,201201680,겔티-포르테연질캡슐,타원형,빨강,YPA,-,8,9,1065,1
../data/img\201202397/201202397.jpg,201202397,기가렉스연질캡슐,타원형,빨강,ggr,-,8,9,1090,1
../data/img\201202718/201202718.jpg,201202718,포인타민정,장방형,갈색,SCD,VTP,7,0,818,193
../data/img\201202780/201202780.jpg,201202780,위제로정,원형,노랑,마크,-,5,3,1137,1
../data/img\201202902/201202902.jpg,201202902,셀비콤연질캡슐,타원형,검정,ETXSBC,-,8,2,343,1
../data/img\201203095/201203095.jpg,201203095,알마딘정,원형,노랑,PNX,-,5,3,754,1
../data/img\201203128/201203128.jpg,201203128,모드코에스연질캡슐,타원형,빨강|투명,MODCO,-,8,10,668,1
../data/img\201204675/201204675.jpg,201204675,피엠지폴산정,원형,노랑,PU,12,5,3,763,6
../data/img\201204813/201204813.jpg,201204813,인코라민스페셜정,장방형,노랑,CKD,B,7,3,183,46
../data/img\201205043/201205043.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
../data/img\201205150/201205150.jpg,201205150,위스날정,원형,하양,WS,-,5,22,1021,1
../data/img\201205251/201205251.jpg,201205251,애드민포르테정,마름모형,하양,PNX,분할선,1,22,754,223
../data/img\201205362/201205362.jpg,201205362,크레온캡슐25000,장방형,빨강,C25,-,7,9,144,1
../data/img\201205364/201205364.jpg,201205364,크레온캡슐40000,장방형,갈색,C40,-,7,0,146,1
../data/img\201205447/201205447.jpg,201205447,디카테오정,장방형,하양,마크분할선CT,-,7,22,1177,1
../data/img\201205653/201205653.jpg,201205653,콘티600정,타원형,갈색,MTS-6,분할선,8,0,676,223
../data/img\201205838/201205838.jpg,201205838,래피콜데이앤나잇연질캡슐,타원형,빨강|투명,RPCDay,-,8,10,785,1
../data/img\201205977/201205977.jpg,201205977,에이콜연질캡슐,장방형,파랑|투명,A콜,-,7,21,96,1
../data/img\201206056/201206056.jpg,201206056,엑세라민비정,타원형,주황,IDE,분할선,8,13,462,223
../data/img\201206118/201206118.jpg,201206118,벤포라민정,타원형,주황,VL,분할선,8,13,996,223
../data/img\201206247/201206247.jpg,201206247,제텐비정,타원형,노랑,VTB,분할선,8,3,1003,223
../data/img\201206250/201206250.jpg,201206250,뮤코테라트로키제,원형,하양,ETX,-,5,22,338,1
../data/img\201206327/201206327.jpg,201206327,슈가펜에스정,타원형,분홍,마크,S분할선1,8,7,1137,165
../data/img\201206328/201206328.jpg,201206328,써모펜에스정,원형,연두,T분할선S,마크,5,11,968,214
../data/img\201206383/201206383.jpg,201206383,바로소펜연질캡슐,타원형,노랑|투명,DEZ,-,8,4,279,1
../data/img\201206484/201206484.jpg,201206484,속편아제정,장방형,연두,P-D,-,7,11,734,1
../data/img\201206493/201206493.jpg,201206493,웰다운에스정,원형,하양,WD,SD,5,22,1010,157
../data/img\201206499/201206499.jpg,201206499,알게론정500밀리그램,원형,하양,마크,D04,5,22,1137,82
../data/img\201206572/201206572.jpg,201206572,메가트루정,타원형,노랑,YH,B-UP,8,3,1043,49
../data/img\201206575/201206575.jpg,201206575,류마600정,장방형,갈색,MTS-7,분할선,7,0,677,223
../data/img\201206706/201206706.jpg,201206706,센스리베정,원형,하양,-,-,5,22,0,1
../data/img\201206724/201206724.jpg,201206724,에카린에이정,장방형,파랑,K.D,분할선,7,20,527,223
../data/img\201206776/201206776.jpg,201206776,뮤코텍캡슐200밀리그램,장방형,파랑,AGACC,-,7,20,32,1
../data/img\201206828/201206828.jpg,201206828,벤포메가정,타원형,빨강,BFT,-,8,9,107,1
../data/img\201206882/201206882.jpg,201206882,파비안에스정,장방형,노랑,마크,분할선,7,3,1137,223
../data/img\201206916/201206916.jpg,201206916,슬렌페드씨정,타원형,주황,AG분할선SR,-,8,13,36,1
../data/img\201206997/201206997.jpg,201206997,삐콤씨정,타원형,분홍,B+C,YH,8,7,98,199
../data/img\201207012/201207012.jpg,201207012,지아이지정75밀리그램,원형,주황,GI,75,5,13,385,24
../data/img\201207054/201207054.jpg,201207054,와이디1000연질캡슐,타원형,자주,YD-1,-,8,12,1040,1
../data/img\201207377/201207377.jpg,201207377,글로덱시정300mg,장방형,분홍,KG분할선DE,-,7,7,553,1
../data/img\201207692/201207692.jpg,201207692,바이타액트정,장방형,갈색,IY,-,7,0,483,1
../data/img\201208281/201208281.jpg,201208281,아스테린정,원형,하양,SW,ΛS,5,22,903,212
../data/img\201208419/201208419.jpg,201208419,도담도담츄어블정,원형,노랑,I♡U,-,5,3,490,1
../data/img\201208753/201208753.jpg,201208753,빅시딘정75밀리그램,원형,하양,B,K,5,22,97,119
../data/img\201208874/201208874.jpg,201208874,임팩타민실버정,타원형,노랑,분할선,VB5,8,3,1201,188
../data/img\201209010/201209010.jpg,201209010,더가드코와정장정,원형,하양,THK,-,5,22,944,1
../data/img\201210185/201210185.jpg,201210185,비타포린정,원형,분홍,MJ,2,5,7,646,11
../data/img\201210591/201210591.jpg,201210591,에이에스피장용정100mg,원형,하양,마크,ΛS,5,22,1137,212
../data/img\201211564/201211564.jpg,201211564,삼익아스피린장용정,원형,하양,마크,7,5,22,1137,23
../data/img\201300034/201300034.jpg,201300034,화이투벤큐노즈연질캡슐,타원형,노랑|투명,TWLQN,-,8,4,963,1
