품목일련번호,품목명,표시앞,표시뒤,의약품제형,색상,큰제품이미지
201607031,액티나민플러스정,ATN+,-,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148864205722200145
201700854,아말피정,IWP,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148907400873300038
201700732,테라젠비타골드정,ETX,M분할선5,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA61-
199701227,노타민정(로라타딘),Λ분할선G,NT,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147834963070700035
201605155,헤모락에이캡슐,KAPHMR,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140522283400107
201605497,비백파워정,AC,100,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140522283400113
201404331,아파베린정,KS,PV,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140522283400137
201700503,혈앤보알파연질캡슐,KNHA,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140522283400188
201700510,메가트루액티브정,B-AT,YH,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148975427410700133
200404657,엘도브론캡슐300밀리그램(에르도스테인),KKED,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdPd
201700480,삐콤씨액티브정,BA,YH,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148983643102100128
201700055,마그릭츄어블정,IY,-,사각형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140522283400170
201701158,에페젠정,EAC,분할선,삼각형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NmN-TQeVWE
201604413,마그투연질캡슐,SNPMG2,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148007720779100063
201605694,맥스디스정,HK,-,타원형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148362363212600157
201700641,비나플러스연질캡슐,VNP,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149256825326800079
201606607,바이타비플러스정,마크NV,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148387985149700107
201505018,임팩타민파워에이플러스정,VBT,분할선,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148387985149700125
201606430,마미센스정,mom,SI,원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148388284331200018
201606593,훼로바맘스케어정,FPV,-,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148612789757500117
201607058,비오틴골드정5밀리그램,BO,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148612789757500135
201607229,이부뉴펜연질캡슐(이부프로펜),이부뉴,-,타원형,청록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604284014300026
200000560,일동비타민씨정1000밀리그램(아스코르브산),IDV,분할선,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nds9SAaXWr
201606516,모아타민골드비백정,MGB,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148613642712300049
201507425,젠스트린트로키(멘톨앤페퍼민트향|페퍼민트향|레몬향|복숭아향)(플루르비프로펜),ZENSTRYNP,ZENSTRYNP,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nfxo-o-anN
201701138,에뜨비정,EDB,-,원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140683129300000
201701161,엘비타정,VIT,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140683129300006
200400925,훼로바프리미엄캡슐,FRV-P,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140683129300048
197600345,페리나정,SJP,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149140683129300030
201700502,세다큐노즈연질캡슐,SDQN,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149256854515100138
201700500,세다큐코프연질캡슐,SDQC,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149520842210400196
201700501,세다큐콜드연질캡슐,SDQ,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149520846957200002
201504791,메가골드비타정,MGA,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085627668800011
201603096,크로닌연질캡슐(클로닉신리시네이트),크로닌,-,장방형,청록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085635344900097
201607127,액티넘이엑스골드정,AM3041,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O6liAhLUus
201700138,쏙콜에스연질캡슐,KSCLS,-,장방형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149745351058400004
201700539,모아헬드원정,MOA,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_fFrB4MTu
201107450,미리코연질캡슐,미리코,-,장방형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149256860995600094
201403877,나리센연질캡슐(나프록센),KKM,-,장방형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdEs
201701380,치센캡슐(디오스민),D14마크,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149261640373800030
201701774,모게인정,I∩I,MO,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149693644717000032
201701023,마이메가100정,K.D,M,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149693644717000038
201701163,판토시딜캡슐,PCDKKM,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXGIZYt2Ks
201502962,덴타나캡슐,덴타나,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149926923197200014
201700836,디유비정,BUD,-,원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085618332800060
201700144,마그포스감마연질캡슐,MGFCγ,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149261640373800078
201605577,빅스코민에스정,KS,VIC,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149287456392300146
201606935,동성에르도스테인캡슐(에르도스테인),DSERD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149347908275600196
201602714,알러비정(세티리진염산염),JS분할선C,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7WiIONwxP
201700722,썬팩타민연질캡슐,SPT,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149745351058400028
201606431,에이코프연질캡슐,A코프,-,타원형,보라|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149745481738000090
201602706,엘도스인캡슐(에르도스테인),KGPC24,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149805864617300045
201700567,유니도스캡슐(에르도스테인),UKP1DOS,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723251538600107
201607230,쏙코에스연질캡슐,KSCOS,-,장방형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149745351058400010
201507900,모나에스캡슐,JWSMSC,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759738064000066
201602683,엘레비트정,ELEVIT,분할선,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149347908275600118
201700750,헤모큐수정,-,HQ,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152353927813300000
201605326,바로코민골드정,마크,VΛG,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759760473100164
201602701,앤도민300프리미엄연질캡슐,ADMP3,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Ogz
201606577,대화산화마그네슘정,MΛ,마크,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NS5ZX4TpZH
201603293,젠빅플러스연질캡슐,젠빅플러스,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759755917200064
201708135,칼맥포르테연질캡슐,CMFT,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151764830088100076
201707836,훼리폴엠캡슐,ICFRPM,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151764830088100112
199601520,복합파자임이중정,PΛZ,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McEBdO4Bnf
201800567,타세놀8시간이알서방정325밀리그램(아세트아미노펜),TACENOLER,325,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152345165220300046
201708080,레이디퀸연질캡슐,APGPK,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152345165220300058
201800568,바이오탑디캡슐,BTSDOUBLE,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152415225040500124
201701140,프리스펜연질캡슐(이부프로펜),프리,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150350280703000123
200502160,라닉스정75밀리그램(라니티딘염산염),SI75,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154595762379300087
201707212,이스탄캡슐(에르도스테인),ENPEDS,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152415225040500115
201801393,플로리진연질캡슐(세티리진염산염),DWFJ,-,타원형,보라|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152852205705100011
201702682,킥센연질캡슐(나프록센),CRKS,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154596854345600035
201802764,비카페롤정,VCM,마크,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5Fjo-
201507206,비엔티정,LJ,MT,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150539922160400122
201707545,맘스폴릭정1000마이크로그램(폴산),DC1,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000076
201707596,헤모포민에스35정,H35,DC,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000082
201706380,모아비액티브정,HKM,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000142
201706415,알바트정(알마게이트),BI,AMG,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O1hVd7OtZu
201403061,디오본포르테정,DID,B3,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150669962846200006
201800016,빅파워비타연질캡슐,YPL,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853655168900032
201701196,임팩셀연질캡슐,CMPIPC,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151939939483100037
201802446,로스테인캡슐(아세틸시스테인),INTA23,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153676681538000066
200202928,제스부틴정(트리메부틴말레산염),GBT,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151456099314400115
201707621,엘씨비탐미정,LCW,-,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000100
201402733,알보젠알마게이트정,ΛMG,ΛLK,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000106
201704764,이노코정,NY1,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150852483214400153
201706804,위클린정,SS,CLT,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150852483214500007
201706678,킥노즈에프연질캡슐,KNF,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151032841143200009
201107630,에이노즈연질캡슐,A노즈,-,장방형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtU6vRYsgW
201602144,알로스탑연질캡슐(로라타딘),YJAL,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150099299009800099
201400701,알마티정(알마게이트),HN,ΛM,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151308878099700150
201403391,확펜연질캡슐(나프록센),확펜,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152484364307200105
201801353,우루리버정100mg(우르소데옥시콜산),HT,U100,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152699874330700037
201705636,일성아세트아미노펜정325밀리그램,ISP분할선,2,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151922356075000155
201602738,뮤코티아캡슐200밀리그램(아세틸시스테인),DMAC200,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153579389714500055
200906256,리버엔에프연질캡슐,리버엔F,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153624840697100061
201802334,마그포스액티브연질캡슐,MFAC,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153814921631300007
201802397,캐롤비코프연질캡슐,IDCC,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153814921631300055
201803206,제일알지싹로라연질캡슐(로라타딘),JHL,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153857449238000076
201800131,스르텍연질캡슐10mg(세티리진염산염),스르텍,-,타원형,보라|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nqf2BSxnfw
201701352,파워본앤킹연질캡슐,SNPPW,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149964716217000104
201701293,헤모퀸골드플러스캡슐,KN,HP,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149964722432900072
201706677,킥코프에프연질캡슐,KFF,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150825481273400012
201706676,킥콜드에프연질캡슐,KCF,-,타원형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150825481273400018
201800640,벤포바이타액티브정,KPP,VMP,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6M_v
201801088,통클리어연질캡슐(클로닉신리시네이트),APG,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153331087001500106
201803409,포세라정,SD,F,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154117321408100022
201802851,둘코라인정,HT,DL,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208400026
201803598,리카바연질캡슐,리카바,-,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154177805612200045
201701300,원기쏘플러스정,WGS,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150350280703000135
199202495,케이엠에스알마게이트정(수출명:M-magelTablet),KMS,L2,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153062420945800082
201600490,플로라딘연질캡슐(로라타딘),D-WF,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McEBdO4Bq0
201708490,씨엘팜아스피린장용정100mg(아스피린),CM,V,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152415225040500082
201508370,센코딜에스정,KDS,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149805864617300165
201705219,그날엔콜드플러스연질캡슐,XGCP,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150539922160400068
201705221,그날엔노즈플러스연질캡슐,XGNP,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150539922160400074
201802416,세지날정(세티리진염산염),DML,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153579389714500061
201802357,에르코프캡슐(에르도스테인),DMERD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153676681537900020
201706889,아이지엠골드연질캡슐,YSH,-,타원형,청록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152613961341600158
201702394,레도신연질캡슐(클로닉신리시네이트),Rdn,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153339721554900087
201708036,클로맥스연질캡슐(클로닉신리시네이트),CLMX,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153339721554900093
201706160,위소탈정,KS,S,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317963768200089
201802819,엑티본연질캡슐,WUAD,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153987723009500091
201803130,크로쎈연질캡슐(클로닉신리시네이트),WUCLO,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153987723009500097
201707306,트리스펜8시간이알서방정(아세트아미노펜),D-WT,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1dl
201800639,벤포마그빅액티브연질캡슐,벤포마그빅,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152225161583400058
200302831,나노펜정,KB,15,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153676681538100022
201803160,쎄스콘미니정,cr,DE,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153813987332900000
201507425,젠스트린트로키(멘톨앤페퍼민트향|페퍼민트향|레몬향|복숭아향)(플루르비프로펜),ZENSTRYNP,ZENSTRYNP,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nfxo-o-anN
201701182,임팩타민케어정,VBN,분할선,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151697289835800154
201706199,코메키나캡슐,MQTDW,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151698121845500002
200808511,멜라클리어어드밴스정,DSM,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154065480339900018
201803440,콜스펜코프연질캡슐,HCPCH,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154065480339900066
201707907,비타슬렌연질캡슐,APGVS,-,타원형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151395172231000175
201700907,위엔탑정,마크,W,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151395725501700000
201708198,콜드펜연질캡슐,CCCK,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151809943539100021
200403808,비오알정(엔테로코쿠스페칼리스BIO-4R균),BIOR분할선,-,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153987595863800030
201803063,스로쿨트로키(멘톨앤페퍼민트향|페퍼민트향|레몬향)(플루르비프로펜),THROAKOOL,THROAKOOL,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NfXoJcaoEx
201803907,카베진코와알파정,KOWAα,-,원형,회색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208400062
200410715,칼테오-40정(Calteo-40Tablets),Calteo,40,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471242485800199
201707030,메가비액티브정,DS,VB,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151308878099700120
200502294,트리앤정(트리메부틴말레산염),LCB,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151308878099700132
199602733,알게마정(알마게이트),마크,AGM,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6SZE
201705256,솔루샷노즈연질캡슐,HDN,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150350284927300019
201700700,벤포맥스100정,MAX,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150350284927300031
201707372,아너린정,JS,A분할선R,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7WiIONwzB
201603223,기가파워연질캡슐,GIGA,-,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153037322892500119
201800201,비오딜정5밀리그램(비오틴),JS분할선VH,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7WiIONw-Z
201701383,덱펜정(덱시부프로펜),Kb,D300,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150160203116300165
201703064,디카본100정,TW7,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127400059
201703066,디카본500정,TW6,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127400065
200301983,디펜코정,CP23,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150609022635200073
200002121,씨트리드정(수출명:잔트리드정),마크,C,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153339721555000039
198100119,우루사정100밀리그램(우르소데옥시콜산),UDCA,D분할선W,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NX0PYltLbw
201801355,액티진정,ATJ,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153183302756200122
201802994,이지엔6에이스연질캡슐(아세트아미노펜),AAP,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24lQ
201801177,메가골드플러스정,MGP,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153339724594600097
200103013,시노카엔캡슐,현대약품시노카N,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153495248483200062
201802652,에르덱스캡슐(에르도스테인),AGELD,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154116102474900046
201704844,본디칼맥스정,IWP,B4,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150488501735800106
201802592,바이펜연질캡슐300mg(덱시부프로펜),BYEP,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml0cyo02ET
201705676,벤포벨브이정,CKD,BFV,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUF7l
201403062,디오본1000정,DID,B4,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150852483214400075
201507425,젠스트린트로키(멘톨앤페퍼민트향|페퍼민트향|레몬향|복숭아향)(플루르비프로펜),ZENSTRYNP,ZENSTRYNP,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nfxo-o-anN
201901388,알러캡연질캡슐(세티리진염산염),IBAL,-,타원형,보라|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhfYG_kzgh
201901368,디카렉정,LCB,분할선,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MfSEl6hMIw
201900892,엘도스트캡슐300밀리그램(에르도스테인),JH34,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mgr_7YvPCW
201900949,알룬슬림정,AlS,-,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhfYG_kzeJ
199800767,트라몰8시간서방정650밀리그람(아세트아미노펜),TRAMOLER,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DWvZ
201908339,액티브비타맥스큐정,ΛTV,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0L6J0YIz3
200708081,덴파사캡슐,DADPS,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MrFeLzYHro
201902472,비테인캡슐,YDBE,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mu8cPencuG
202001328,파모탑정(파모티딘),DS,FM,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N5UbBBucdv
201904346,징카민정80mg(은행엽건조엑스),YJ,Z80,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Muwq7fAuCQ
202001554,코자미연질캡슐(디펜히드라민염산염),CZM,-,타원형,청록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NDXmGS9f4R
202003068,올편제에스정,OPS,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Na4Vf6KG_6
201404893,일양바이오라니티딘정75밀리그램(라니티딘염산염),IB,5,오각형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOyc
201904215,마하펜연질캡슐(아세트아미노펜),마하펜,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOzC
202000692,임팩칸연질캡슐,NEX,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N78w75cvC7
201908614,미가펜이브연질캡슐,미가펜E,-,타원형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N78w75cvDv
200102671,미다펜정,PK,M,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7vefXrkN2
202002383,코트리나캡슐,부광코트리나,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7vefXrkBA
201902006,옵티노즈연질캡슐,OTNZ,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml-kwRqCnv
201705576,스토마제정,NY2,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_kb4Aa6Kr
201908448,프리에나연질캡슐,FENdk,-,타원형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2HVJIccpX
201707302,프리엔에프연질캡슐(나프록센),PRF,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOs4
202001424,메가골드백정,분할선,마크MG,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7vefXrkLs
202001470,엠지멕스플러스연질캡슐,MGMP,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NAT_bwbZaB
201105106,액티큐정,TI,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MxGLPXNlnl
201904305,아로나민케어디엠정,Aro-DM,-,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MmZCvzwsOX
