품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
201506540,올앳스정50밀리그램(실데나필시트르산염),20182522,주식회사더유제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NB7nLey5i1,마크,5분할선0,삼각형,연두,-,-,-,12.3,5.9,4.8,20200608,02590,기타의비뇨생식기관및항문용약,전문의약품,20150914,필름코팅정,-,-,-,-,-,-,20170909,
201503492,윕스정5밀리그램(타다라필),20182522,주식회사더유제약,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NDXmGS9eo9,마크,5,삼각형,노랑,-,-,-,8.7,4.1,3.1,20200714,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201207404,엔테원정0.5밀리그램(엔테카비르),19640001,에이치케이이노엔(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NTIAOi_z-E,INO,0.5,삼각형,하양,하양,-,-,8.4,8.4,3.7,20210125,03910,간장질환용제,전문의약품,20121024,필름코팅정,-,-,-,-,-,-,20200524,
202004638,큐데나필정50밀리그램(실데나필시트르산염),20184072,주식회사큐엘파마,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6N2b,QLP,5분할선0,삼각형,연두,-,-,-,12.1,5.8,4.8,20201023,02590,기타의비뇨생식기관및항문용약,전문의약품,20200624,필름코팅정,-,-,-,-,-,-,-,
202004637,큐데나필정100밀리그램(실데나필시트르산염),20184072,주식회사큐엘파마,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6N2x,QLP,1분할선00,삼각형,연두,-,-,-,15.5,8.2,6.5,20201023,02590,기타의비뇨생식기관및항문용약,전문의약품,20200624,필름코팅정,-,-,-,-,-,-,-,
202009078,레플루정20밀리그램(레플루노미드),19550010,삼일제약(주),미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVEnjhkQEc,마크,L20,삼각형,노랑,-,-,-,7.1,7.1,4.0,20210216,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20201222,필름코팅정,i|촛불,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295100080,-,r0285,-,20201228,
201901612,카라마필정10밀리그램(타다라필),19550014,(주)제뉴파마,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DXaA,B분할선P,10,삼각형,노랑,-,-,-,12.6,6.1,3.2,20190624,02590,기타의비뇨생식기관및항문용약,전문의약품,20190318,필름코팅정,-,-,-,-,-,-,20210205,
201903415,제대로필정20mg(타다라필),19640004,(주)씨엠지제약,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwZv,C분할선P,20,삼각형,노랑,-,-,-,15.2,7.1,4.5,20190701,02590,기타의비뇨생식기관및항문용약,전문의약품,20190527,필름코팅정,-,-,-,-,-,-,20210205,
201901042,시알탐정10밀리그램(타다라필),19830008,대웅바이오(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnypkG,1분할선0,마크,삼각형,주황,-,-,-,12.6,6.1,3.1,20220330,02590,기타의비뇨생식기관및항문용약,전문의약품,20190220,필름코팅정,-,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061,-,r0415,20210512,
202107303,엠슈타인정50밀리그램(실데나필시트르산염),19620002,동국제약(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnypjQ,5분할선0,DIV,삼각형,연두,-,-,-,12.1,5.8,4.9,20220331,02590,기타의비뇨생식기관및항문용약,전문의약품,20211103,필름코팅정,-,-,-,-,-,-,-,
202107302,엠슈타인정100밀리그램(실데나필시트르산염),19620002,동국제약(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnypji,분할선,DEN,삼각형,연두,-,-,-,15.4,8.2,6.4,20220331,02590,기타의비뇨생식기관및항문용약,전문의약품,20211103,필름코팅정,-,-,-,-,-,-,-,
201207405,엔테원정1.0밀리그램(엔테카비르),19640001,에이치케이이노엔(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjsvvj,INO,1.0,삼각형,분홍,-,-,-,10.7,10.7,4.8,20210930,03910,간장질환용제,전문의약품,20121024,필름코팅정,-,-,-,-,-,-,20200524,
201901044,시알탐정5밀리그램(타다라필),19830008,대웅바이오(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjsw7T,5,마크,삼각형,주황,-,-,-,8.6,4.1,3.0,20210930,02590,기타의비뇨생식기관및항문용약,전문의약품,20190220,필름코팅정,-,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061,-,r0415,20210512,
201901043,시알탐정20밀리그램(타다라필),19830008,대웅바이오(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjsw7r,2분할선0,마크,삼각형,주황,-,-,-,15.2,7.2,4.2,20210930,02590,기타의비뇨생식기관및항문용약,전문의약품,20190220,필름코팅정,-,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061,-,r0415,20210512,
202101187,레노미드정20밀리그램(레플루노미드),19580003,알보젠코리아(주),미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NbgIvS1r0m,ΛLK,분할선,삼각형,노랑,-,-,-,7.1,7.1,4.0,20210514,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20210208,필름코팅정,-,-,-,-,-,-,20210414,
202107495,게보린브이정(아세트아미노펜),19560011,삼진제약(주),흰색의삼각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFYW,GRV,-,삼각형,하양,-,-,-,11.3,11.1,7.1,20211209,01140,해열.진통.소염제,일반의약품,20211116,필름코팅정,-,-,-,-,-,-,-,
202106101,윕스정10밀리그램(타다라필),20182522,주식회사더유제약,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nxz1Ssaomq,마크,10,삼각형,주황,-,-,-,12.6,6.1,3.1,20220207,02590,기타의비뇨생식기관및항문용약,전문의약품,20210823,필름코팅정,-,-,-,-,-,-,-,
202106761,그대로필정100밀리그램(실데나필시트르산염),19640004,(주)씨엠지제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nx4Buwxt1d,분할선,CP,삼각형,연두,-,-,-,15.4,8.2,6.5,20220126,02590,기타의비뇨생식기관및항문용약,전문의약품,20211006,필름코팅정,-,-,-,-,-,-,-,
202106760,그대로필정50밀리그램(실데나필시트르산염),19640004,(주)씨엠지제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nx4Buwxt1v,5분할선0,CP,삼각형,연두,-,-,-,12.1,5.8,5.0,20220126,02590,기타의비뇨생식기관및항문용약,전문의약품,20211006,필름코팅정,-,-,-,-,-,-,-,
